"","Date","Year","Country","Location","Fatal (Y/N)","lon","lat"
"505","04-Nov-2007",2007,"USA","Round Island Park, Indian River County","N",-80.3236254,27.5615921
"506","29-Oct-2007",2007,"USA","Wailea, Maui","N",-156.4390541,20.6684769
"507","07-Oct-2007",2007,"USA","Venice Pier, Venice, Los Angeles County","N",-118.4686662,33.9780166
"508","06-Oct-2007",2007,"USA","Playalinda Beach, Canaveral National Seashore, Brevard County","N",-80.6318287,28.6555177
"509","30-Sep-2007",2007,"USA","Santa Monica, Los Angeles County","N",-118.4911912,34.0194543
"510","27-Sep-2007",2007,"USA","Moonstone Beach, Humboldt County","N",-124.11229,41.0301251
"511","22-Sep-2007",2007,"USA","Jupiter Inlet","Y",-80.0744458,26.9478705
"512","22-Sep-2007",2007,"USA","Huguenot Park","N",-81.420617,30.4109625
"513","20-Sep-2007",2007,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"514","16-Sep-2007",2007,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"515","16-Sep-2007",2007,"USA","Flagler Beach, Flagler County","N",-81.1270035,29.4749754
"516","13-Sep-2007",2007,"USA","Lauderdale-by-the-Sea, Broward County","N",-80.0964326,26.192028
"517","08-Sep-2007",2007,"USA","Pepper Park Beach, St. Lucie County","N",-80.3016525,27.498763
"518","05-Sep-2007",2007,"USA","Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"519","04-Sep-2007",2007,"USA","Sullivan's Island","N",-79.8367511,32.7632323
"520","03-Sep-2007",2007,"USA","Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"521","03-Sep-2007",2007,"USA","Fort Lauderdale, Broward County","N",-80.1373174,26.1224386
"522","28-Aug-2007",2007,"USA","Ka'a'awa, Oahu","N",-157.8536111,21.5572221
"523","28-Aug-2007",2007,"USA","Marina State Beach, Monterey County","N",-121.8092841,36.6927933
"524","26-Aug-2007",2007,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"525","25-Aug-2007",2007,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"526","22-Aug-2007",2007,"USA","North Carolina Aquarium at Fort Fisher","N",-75.7039834,35.9176536
"527","20-Aug-2007",2007,"USA","Indian River Inlet, Rehoboth Beach","N",-75.0716849,38.6128174
"528","19-Aug-2007",2007,"USA","Islamorada Founder's Park, Plantation Key, Monroe County","N",-80.5684062,24.9634826
"529","19-Aug-2007",2007,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"530","19-Aug-2007",2007,"USA","Lakewood Campground, Grand Strand, Horry County","N",-78.9555201,33.6334467
"531","15-Aug-2007",2007,"USA","Sarasota Bay","N",-82.5672727,27.3459665
"532","12-Aug-2007",2007,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"533","11-Aug-2007",2007,"USA","Ponce Inlet,  New Smyrna Beach, Volusia County","N",-80.9288957,29.0835745
"534","09-Aug-2007",2007,"USA","Isle of Palms, Charleston County","N",-79.7343791,32.8194131
"535","09-Aug-2007",2007,"USA","Isle of Palms, Charleston County","N",-79.7343791,32.8194131
"536","07-Aug-2007",2007,"USA","Islamorada, Monroe County","N",-80.6278364,24.9242943
"537","29-Jul-2007",2007,"USA","Ponce Inlet, Volusia County","N",-80.9369983,29.0963729
"538","28-Jul-2007",2007,"USA","Imperial Beach, San Diego County","N",-117.1130849,32.5839444
"539","22-Jul-2007",2007,"USA","Malibu, Los Angeles County","N",-118.7797571,34.0259216
"540","21-Jul-2007",2007,"USA","Bean Hollow State Beach, San Mateo County","N",-122.4109773,37.2273608
"541","19-Jul-2007.b",2007,"USA","Bellows Beach near Wailea Point, O’ahu","N",18.49041,-22.95764
"542","18-Jul-2007",2007,"USA","North Topsail Beach, Onslow  County","N",-77.43163,34.4901665
"543","17-Jul-2007",2007,"USA","Faria Beach, Ventura County","N",-119.3902494,34.3186521
"544","17-Jul-2007",2007,"USA","Atlantic Beach, Carteret County","N",-76.7402108,34.6990505
"545","05-Jul-2007",2007,"USA","Ponce Inlet, Volusia County","N",-80.9369983,29.0963729
"546","30-Jun-2007",2007,"USA","Marques Island","N",-139.0817124,-9.7812162
"547","30-Jun-2007",2007,"USA","Will Rogers State Beach, Los Angeles County","N",-118.541712,34.0375408
"548","25-Jun-2007",2007,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"549","24-Jun-2007",2007,"USA","Silva's Channel, Mokuleia, O'ahu","N",NA,NA
"550","17-Jun-2007",2007,"USA","Vilano Beach, St.  Johns County","N",-81.3020173,29.9385794
"551","12-Jun-2007",2007,"USA","Turtle Beach, Siesta Key, Sarasota County","N",-82.5138558,27.2166868
"552","26-May-2007",2007,"USA","Garden City","N",-73.6342954,40.7267682
"553","24-May-2007",2007,"USA","Virginia Aquarium & Marine Science Center, Virginia Beach ","N",-75.983721,36.820898
"554","10-May-2007",2007,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"555","07-May-2007",2007,"USA","Keawakapu Beach, Maui","N",-156.4464766,20.703966
"556","07-May-2007",2007,"USA","Naples, florida","N",-81.7948103,26.1420358
"557","22-Apr-2007",2007,"USA","Hutchinson Island, St. Lucie County","N",-80.2488596,27.3545667
"558","20-Apr-2007",2007,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"559","Reported      13-Apr-2007",2007,"USA","Florida Keys, Florida, Monroe County","N",-99.7973918,36.0095232
"560","01-Apr-2007",2007,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"561","31-Mar-2007",2007,"USA","Normandy Beach, Hutchinson Island,  St. Lucie County","N",-80.220676,27.3073672
"562","31-Mar-2007",2007,"USA","Waveland Beach, Hutchinson Island, St. Lucie County","N",-80.20625,27.275367
"563","21-Mar-2007",2007,"USA","Jupiter Inlet","N",-80.0744458,26.9478705
"564","Reported 14-Mar-2007",2007,"USA","Delray Beach","N",-80.0728201,26.4614625
"565","11-Mar-2007",2007,"USA","Tiger Shores Beach, Martin County","N",-80.1790801,27.2210598
"566","25-Jan-2007",2007,"USA","100 miles off Ft. Myers Beach","N",-81.8111732,26.5994528
"567","07-Jan-2007",2007,"USA","Smith Point, Long Island","N",-72.8716278,40.7421675
"568","01-Jan-2007",2007,"USA","Majors Bay, Kaua'i","N",-159.776978,22.0095692
"569","10-Dec-2006",2006,"USA","Dillon Beach, Marin County","N",-122.9652768,38.2507515
"570","11-Nov-2006",2006,"USA","Kihei, Maui","N",-156.4450063,20.7644275
"571","31-Oct-2006",2006,"USA","Siletz River mouth, Lincoln County","N",-123.8725635,44.8239091
"572","16-Oct-2006",2006,"USA","Sebastian Inlet","N",-80.44795,27.85221
"573","10-Oct-2006",2006,"USA","Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"574","07-Oct-2006",2006,"USA","Isla Blanca Park, South Padre Island","N",-97.1628362,26.0753323
"575","05-Oct-2006",2006,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"576","29-Sep-2006",2006,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"577","Reported 18-Sep-2006",2006,"USA","Off Key Largo, Monroe County","N",-80.4330629,25.1004812
"578","16-Sep-2006",2006,"USA","Onslow Beach","N",-77.2685663,34.570442
"579","14-Sep-2006",2006,"USA","Singer Island, Riviera Beach","N",-80.0375408,26.7850625
"580","11-Sep-2006",2006,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"581","03-Sep-2006",2006,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"582","02-Sep-2006",2006,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"583","29-Aug-2006",2006,"USA","Florence, Lane County","N",-124.0998409,43.9826214
"584","Aug-2006",2006,"USA","Masonboro Island, New Hanover County","N",-77.8510213,34.1329044
"585","31-Jul-2006",2006,"USA","Newport Beach, Orange County","N",-117.9298493,33.6188829
"586","31-Jul-2006",2006,"USA","Oswald State Park","N",-123.9590931,45.769811
"587","29-Jul-2006",2006,"USA","Broad Beach, Malibu, Los Angeles County","N",-118.8559846,34.0356525
"588","29-Jul-2006",2006,"USA","Playalinda Beach, Canaveral National Seashore, Brevard County","N",-80.6318287,28.6555177
"589","25-Jul-2006",2006,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"590","23-Jul-2006",2006,"USA","Sargent Beach, Matagorda County","N",-95.977371,28.601027
"591","17-Jul-2006",2006,"USA","Singleton Beach, Hilton Head Island, Beaufort County","N",-80.7030919,32.1910259
"592","12-Jul-2006",2006,"USA","Kiawah Island, Charleston County","N",-80.0848166,32.6082373
"593","09-Jul-2006",2006,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"594","09-Jul-2006.",2006,"USA","Ponte Vedra Beach, St Johns County","N",-81.3852595,30.2400058
"595","08-Jul-2006",2006,"USA","Debordieu Beach, Georgetown County","N",-79.1517111,33.3690565
"596","08-Jul-2006",2006,"USA","Playalinda Beach, Canaveral National Seashore, Brevard County","N",-80.6318287,28.6555177
"597","July 2006",2006,"USA","Florida Keys, Florida, Monroe County","N",-99.7973918,36.0095232
"598","July 2006",2006,"USA","Florida Keys, Florida, Monroe County","N",-99.7973918,36.0095232
"599","27-Jun-2006",2006,"USA","Hutchinson Island, St. Lucie County","N",-80.2488596,27.3545667
"600","26-Jun-2006",2006,"USA","Fort Myers","N",-81.8723084,26.640628
"601","20-Jun-2006",2006,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"602","17-Jun-2006",2006,"USA","Monterey, Monterey County","N",-121.8946761,36.6002378
"603","15-Jun-2006",2006,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"604","07-Jun-2006",2006,"USA","Coligny Beach, Hilton Head, Beaufort County","N",-80.7510645,32.1414846
"605","31-May-2006",2006,"USA","O'ahu","N",-158.0000565,21.4389123
"606","28-May-2006",2006,"USA","French Frigate Shoals","N",-166.146111,23.748889
"607","27-May-2006",2006,"USA","North Shore, O'ahu","N",-158.1047121,21.5816374
"608","24-May-2006",2006,"USA","Lanai","N",-156.9273193,20.8165975
"609","19-May-2006",2006,"USA","Gun Beach","N",144.8033577,13.5243048
"610","05-May-2006",2006,"USA","Cocoa Beach, Brevard  County","N",-80.6075513,28.3200067
"611","04-May-2006",2006,"USA","Hutchinson Island, St. Lucie County","N",-80.2488596,27.3545667
"612","Reported      23-Apr-2006",2006,"USA","Alligator Reef off Islamorada, Monroe County","Y",-80.6188171,24.8517748
"613","21-Apr-2006",2006,"USA","Sebastian Inlet, Brevard County","N",-80.4472737,27.860302
"614","19-Apr-2006",2006,"USA","Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"615","13-Apr-2006",2006,"USA","Port of the Islands, Collier County","N",-81.511112,25.955305
"616","03-Apr-2006",2006,"USA","Marco Island, Collier County","N",-81.7075355,25.9397412
"617","23-Mar-2006",2006,"USA","Leftovers, near Waimea Bay, O'ahu","N",NA,NA
"618","27-Feb-2006",2006,"USA","Makena, Maui","N",-156.4425,20.6544444
"619","23-Feb-2006",2006,"USA","Makena, Maui","Y",-156.4425,20.6544444
"620","01-Feb-2006",2006,"USA","Off Pu'u Ola'l, Makena, Maui","N",NA,NA
"621","18-Jan-2006",2006,"USA","Santa Cruz, Santa Cruz County","N",-122.0307963,36.9741171
"622","04-Jan-2006",2006,"USA","Round Island Park, Indian River County","N",-80.3236254,27.5615921
"623","24-Dec-2005",2005,"USA","Tillamook Head, Clatsop County","N",-123.9568056,45.9414964
"624","21-Dec-2005",2005,"USA","Keawakapu Beach, Maui","N",-156.4464766,20.703966
"625","Reported 29-Nov-2005",2005,"USA","Cape San Blas, Gulf County","N",-85.3524776,29.6675478
"626","27-Nov-2005",2005,"USA","Ponce Inlet, New Smyrna Beach, Volusia County","N",-80.9280234,29.0806338
"627","21-Nov-2005",2005,"USA","Jensen Beach, Martin County ","N",-80.2297697,27.2544906
"628","20-Nov-2005",2005,"USA","New Smyrna  Beach, Volusia County","N",-80.9269984,29.0258191
"629","12-Nov-2005",2005,"USA","New Smyrna  Beach, Volusia County","N",-80.9269984,29.0258191
"630","02-Nov-2005",2005,"USA","Mavericks, Half Moon Bay, San Mateo County","N",-122.496687,37.4955696
"631","02-Nov-2005",2005,"USA","Ocean Beach, San Francisco, San Francisco County","N",-122.510734,37.7593921
"632","29-Oct-2005",2005,"USA","Ponce de Leon Inlet, Volusia County ","N",-80.9220608,29.070584
"633","21-Oct-2005",2005,"USA","Klamath River mouth, Del Norte County","N",-124.0313032,41.8765281
"634","19-Oct-2005",2005,"USA","Salmon Beach, Sonoma County","N",-123.0685179,38.359293
"635","15-Oct-2005",2005,"USA","Ponce Inlet, Volusia County","N",-80.9369983,29.0963729
"636","13-Oct-2005",2005,"USA","Honokowai, Maui","N",-156.6808988,20.963681
"637","06-Oct-2005",2005,"USA","Ponce Inlet, Volusia County","N",-80.9369983,29.0963729
"638","22-Sep-2005",2005,"USA","Tigertail Beach, Collier County","N",-81.7427834,25.9490043
"639","20-Sep-2005",2005,"USA","Myrtle Beach, Horry County","N",-78.8866943,33.6890603
"640","11-Sep-2005",2005,"USA","Folly Beach","Y",-79.9403673,32.6551798
"641","05-Sep-2005",2005,"USA","North Topsail Beach, Onslow County","N",-77.43163,34.4901665
"642","02-Sep-2005",2005,"USA","Ponce Inlet, Volusia County","N",-80.9369983,29.0963729
"643","24-Aug-2005",2005,"USA","Scripps, LaJolla, San Diego County","N",-117.2254782,32.8849805
"644","22-Aug-2005",2005,"USA","6th Avenue North, Myrtle Beach, Horry County","N",-78.8857802,33.6908575
"645","21-Aug-2005",2005,"USA","34th Avenue North, Myrtle Beach, Horry County","N",-78.8598226,33.7126445
"646","19-Aug-2005",2005,"USA","Crystal Beach (east of Galveston)","N",-94.6366813,29.4541916
"647","12-Aug-2005",2005,"USA","Carolina Beach off Texas Avenue, New Hanover County","N",NA,NA
"648","6-Aug-2005",2005,"USA","Isle of Palms, Charleston County","N",-79.7343791,32.8194131
"649","27-Jul-2005",2005,"USA","Off Zelda Boulevard, Daytona Beach, Volusia Countyy","N",NA,NA
"650","23-Jul-2005",2005,"USA","Ormond Beach, Volusia County","N",-81.0558894,29.2858129
"651","22-Jul-2005",2005,"USA","Quarter mile south of Ponce de Leon Inlet, Volusia County","N",NA,NA
"652","15-Jul-2005",2005,"USA","Holden Beach, Brunswick County","N",-78.3038892,33.9135061
"653","13-Jul-2005",2005,"USA","Port Bolivar, Galveston County","N",-94.7643623,29.3807901
"654","1-Jul-2005",2005,"USA","Boca Grande, Lee County","N",-82.2616717,26.7490152
"655","27-Jun-2005",2005,"USA","Cape San Blas, Gulf County","N",-85.3524776,29.6675478
"656","25-Jun-2005",2005,"USA","Destin, Walton County","Y",-86.4957833,30.3935337
"657","18-Jun-2005",2005,"USA","Maui","N",-156.3319253,20.7983626
"658","16-Jun-2005",2005,"USA","Howard E. Futch Memorial Park at Paradise Beach, Brevard County","N",-80.5760479,28.1219819
"659","07-Jun-2005",2005,"USA","Kiawah Island, Charleston County","N",-80.0848166,32.6082373
"660","05-Jun-2005",2005,"USA","Surf City, Long Beach Island, Ocean County","N",-74.1651377,39.6620638
"661","02-Jun-2005",2005,"USA","Mustang Island, Corpus Christi","N",-97.1828804,27.6722157
"662","28-May-2005",2005,"USA","Daytona Beach Shores","N",-80.9828323,29.1760933
"663","27-May-2005",2005,"USA","Sand Key Beach, Clearwater, Pinellas County","N",-82.8276861,27.9593928
"664","14-May-2005",2005,"USA","North Kihei, Maui","N",-156.4450063,20.7644275
"665","02-May-2005",2005,"USA","Off Sullivans Island","N",-79.8353995,32.7600735
"666","02-May-2005",2005,"USA","Noreiga's, Maui","N",-156.3319253,20.7983626
"667","13-Apr-2005",2005,"USA","Crescent Beach, Sarasota County","N",-82.5403756,27.2556046
"668","09-Apr-2005",2005,"USA","Central Gulf Coast, St. John County","N",-81.3367614,29.9407753
"669","07-Apr-2005",2005,"USA","Isla Blanca Park, South Padre Island, Cameron County","N",-97.1628362,26.0753323
"670","06-Apr-2005",2005,"USA","Jacksonville Beach, Duval County","N",-81.3961338,30.2841224
"671","12-Mar-2005",2005,"USA","Albuquerue Aquarium, Albuquerue","N",-106.6790579,35.0930642
"672","22-Feb-2005",2005,"USA","Long Key, Monroe County","N",-80.8156324,24.8171576
"673","16-Feb-2005",2005,"USA","Rocky Point, north shore of O'ahu","N",-158.0000565,21.4389123
"674","13-Feb-2005",2005,"USA","Fort Lauderdale","N",-80.1373174,26.1224386
"675","11-Nov-2004",2004,"USA","Bunkers, Humboldt Bay, Eureka, Humboldt County","N",NA,NA
"676","10-Oct-2004",2004,"USA","Limantour Beach, Point Reyes National Seashore","N",-122.8941424,38.0271941
"677","09-Oct-2004",2004,"USA","Moloka'i","N",-157.0226297,21.1443935
"678","02-Oct-2004",2004,"USA","Pismo Beach, San Luis Obispo County","N",-120.6412827,35.1427533
"679","01-Oct-2004",2004,"USA","Lifeguard Tower 16, Huntington Beach, Orange County","N",-118.0487973,33.6955698
"680","20-Sep-2004",2004,"USA","Gold  Beach","N",-124.421774,42.4073334
"681","10-Sep-2004",2004,"USA","South Padre Island","N",-97.1681257,26.1118401
"682","04-Sep-2004",2004,"USA","North of Apache Pier, Myrtle Beach, Horry County","N",-78.7810199,33.7628505
"683","29-Aug-2004",2004,"USA","New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County","N",-80.7563754,28.789536
"684","20-Aug-2004",2004,"USA","204s, San Clemente, Orange County","N",-117.6413933,33.440692
"685","15-Aug-2004",2004,"USA","Kibesillah, Mendocino County","Y",-123.77667,39.59028
"686","06-Aug-2004",2004,"USA","Big Bayou, St. Petersburg, Pinellas County ","N",-82.6341636,27.7412923
"687","31-Jul-2004",2004,"USA","Cocoa  Beach, Brevard County","N",-80.6075513,28.3200067
"688","28-Jul-2004",2004,"USA","Rodanthe, Dare County","N",-75.4655882,35.600383
"689","27-Jul-2004",2004,"USA","Carolina Beach, New Hanover County","N",-77.8935966,34.0351726
"690","27-Jul-2004",2004,"USA","Galveston Island","N",-94.9091329,29.241005
"691","25-Jul-2004",2004,"USA","Bryan Beach, Brazoria County","N",-95.3785523,28.8833061
"692","02-Jul-2004",2004,"USA","Gulf Shores Beach, Baldwin County","N",-87.6905563,30.2474327
"693","26-Jun-2004",2004,"USA","San Onofre State Beach, San Diego County","N",-117.5656012,33.3728077
"694","14-Jun-2004",2004,"USA","Disney / Vero Beach, Indian River County","N",-80.3967349,27.7615664
"695","10-Jun-2004",2004,"USA","Daytona Beach Shores, Volusia County","N",-80.9828323,29.1760933
"696","29-May-2004",2004,"USA","Pirate's Beach, Galveston Island","N",-94.9365782,29.2047732
"697","28-May-2004",2004,"USA","Salmon Creek, Sonoma County","N",-123.0622242,38.350472
"698","23-May-2004",2004,"USA","St. Augustine, St. John's County","N",-81.3124341,29.9012437
"699","22-May-2004",2004,"USA","St. Augustine  St. Johns County","N",-81.3124341,29.9012437
"700","22-May-2004",2004,"USA","Jacksonville Beach, Duval County","N",-81.3961338,30.2841224
"701","04-May-2004",2004,"USA","Channel between South Padre Island & Padre Island National Seashore","N",-97.2991836,27.4241558
"702","07-Apr-2004",2004,"USA","Kahana Beach, Maui","Y",-156.6801284,20.9692582
"703","04-Apr-2004",2004,"USA","Velzyland","Y",-158.0313241,21.6846128
"704","31-Mar-2004",2004,"USA","Ocean Reef Park, Singer Island, Palm Beach County","N",-80.0328831,26.7937693
"705","31-Mar-2004",2004,"USA","Stuart Rocks, Martin County","N",-80.2237488,27.195541
"706","28-Mar-2004",2004,"USA","Pelican Beach Park, Satellite Beach, Brevard County","N",-80.5877597,28.1673007
"707","27-Mar-2004",2004,"USA","Sanibel Island, Lee County","N",-82.0223137,26.4489695
"708","14-Mar-2004",2004,"USA","Punaluu","N",-157.8912373,21.5907601
"709","16-Mar-2004",2004,"USA","Kalihiwai Beach, Kauai","N",-159.4267182,22.2165141
"710","26-Dec-2003",2003,"USA","Miami, Dade County","N",-80.6326916,25.5516034
"711","13-Dec-2003",2003,"USA","Melbourne Beach, Brevard County","N",-80.5603303,28.0683496
"712","22-Nov-2003",2003,"USA","Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"713","12-Nov-2003",2003,"USA","South Jetty, New Smyrna Beach, Volusia County","N",-80.914393,29.06906
"714","31-Oct-2003",2003,"USA","Ponte Vedra Beach, St. Johns County","N",-81.3852595,30.2400058
"715","31-Oct-2003",2003,"USA","Tunnels surf break off Makua Beach, Kaua'i","N",-159.5609436,22.2237989
"716","27-Oct-2003",2003,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"717","24-Oct-2003",2003,"USA","Honolua Bay","N",-156.6383817,21.0139323
"718","14-Oct-2003",2003,"USA","Near Patrick Air Force Base Brevard County","N",-80.6075172,28.2394645
"719","06-Oct-2003",2003,"USA","Palm Beach?","Y",-80.0364297,26.7056206
"720","05-Oct-2003",2003,"USA","Ocean Reef Park, Singer Island, Palm Beach County","N",-80.0328831,26.7937693
"721","05-Oct-2003",2003,"USA","Stuart Park Beach, Martin County","N",-80.2237488,27.195541
"722","05-Oct-2003",2003,"USA","South Jetty, New Smyrna Beach, Volusia County","N",-80.914393,29.06906
"723","05-Oct-2003",2003,"USA","Crawford Road beach approach at New Smyrna Beach, Volusia County","N",NA,NA
"724","05-Oct-2003",2003,"USA","Cove Beach / Kalama Beach, Kihei, Maui","N",-156.4498665,20.7276374
"725","28-Sep-2003",2003,"USA","North Hutchinson Island, St. Lucie Couny","N",-80.363081,27.6503152
"726","21-Sep-2003",2003,"USA","Ponce Inlet, New Smyrna Beach, Volusia County","N",-80.9280234,29.0806338
"727","19-Sep-2003",2003,"USA","Ponce Inlet, New Smyrna Beach, Volusia County","N",-80.9280234,29.0806338
"728","17-Sep-2003",2003,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"729","14-Sep-2003",2003,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"730","14-Sep-2003",2003,"USA","Bathtub Reef Beach, Martin County","N",-80.160359,27.1863376
"731","13-Sep-2003",2003,"USA","Daytona Beach, Volusia County ","N",-81.0228331,29.2108147
"732","13-Sep-2003",2003,"USA","Isle of Palms, Charleston County","N",-79.7343791,32.8194131
"733","Sep-2003",2003,"USA","Boca Grande, Lee County","N",-82.2616717,26.7490152
"734","29-Aug-2003",2003,"USA","1.5 miles off Surfside","N",-70.376838,43.522504
"735","19-Aug-2003",2003,"USA","Avila Beach, San Luis Obispo County","Y",-120.7319127,35.1800113
"736","12-Aug-2003",2003,"USA","Venice Beach, Los Angeles County","N",-118.4694832,33.9850469
"737","20-Jul-2003",2003,"USA","Ponce Inlet, New Smyrna Beach, Volusia County","N",-80.9280234,29.0806338
"738","15-Jul-2003",2003,"USA","Daytona Beach, Volusia County","N",-81.0228331,29.2108147
"739","05-Jul-2003",2003,"USA","Near New Smyrna Jetty, Volusia County","N",-80.914393,29.06906
"740","05-Jul-2003",2003,"USA","Canova Beach, Brevard County","N",-80.5802544,28.13866
"741","Jul-2003",2003,"USA","Fort Lauderdale, Broward County","N",-80.1373174,26.1224386
"742","30-Jun-2003",2003,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"743","26-Jun-2003",2003,"USA","St Augustine Beach. St. Johns County","N",-81.2711546,29.8439828
"744","24-Jun-2003",2003,"USA","Cocoa Beach, Brevard County","N",-80.6075513,28.3200067
"745","24-Jun-2003",2003,"USA","Makua Beach, Oahu","N",-158.2294045,21.5319042
"746","22-Jun-2003",2003,"USA","","N",NA,NA
"747","19-Jun-2003",2003,"USA","Masonboro Island, New Hanover County","N",-77.8510213,34.1329044
"748","08-Jun-2003",2003,"USA","Ponce Inlet, Volusia County","N",-80.9369983,29.0963729
"749","Jun-2003",2003,"USA","Pawleys Island, Georgetown County","N",-79.1214313,33.4332236
"750","25-May-2003",2003,"USA","Coral Cove Park, Jupiter Inlet, Palm Beach County","N",-80.0788305,26.9634451
"751","14-May-2003",2003,"USA","Ponce de Leon Inlet, Volusia County ","N",-80.9220608,29.070584
"752","10-May-2003",2003,"USA","Between Magic Sands Beach and Kahaluu Beach on the Kona coast","N",-155.9747222,19.5977778
"753","07-May-2003",2003,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"754","03-May-2003",2003,"USA","Daytona Beach Shores, Volusia County","N",-80.9828323,29.1760933
"755","21-Apr-2003",2003,"USA","Melbourne Beach, Brevard County ","N",-80.5603303,28.0683496
"756","21-Apr-2003",2003,"USA","Shepard Park, Cocoa Beach, Brevard County ","N",-80.6053107,28.3579479
"757","20-Apr-2003",2003,"USA","Playalinda Beach, Brevard County","N",-80.6318287,28.6555177
"758","20-Apr-2003",2003,"USA","Sunglow Pier, Daytona Beach Shores, Volusia County","N",-80.9643709,29.1466728
"759","20-Apr-2003",2003,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"760","19-Apr-2003",2003,"USA","New Smyrna Beach, Volusia County  ","N",-80.9269984,29.0258191
"761","18-Apr-2003",2003,"USA","North Beach, Patrick AFB, Brevard County","N",-80.6035962,28.2330457
"762","15-Apr-2003",2003,"USA","Cocoa Beach, Brevard County","N",-80.6075513,28.3200067
"763","09-Apr-2003",2003,"USA","Melbourne Beach, Brevard County","N",-80.5603303,28.0683496
"764","04-Apr-2003",2003,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"765","10-Mar-2003",2003,"USA","Petting Tank, Florida Aquarium, Tampa, Hillsborough County","N",-82.4450785,27.9439995
"766","15-Feb-2003",2003,"USA","Jupiter, Palm Beach County","N",-80.0942087,26.9342246
"767","28-Nov-2002",2002,"USA","Salmon Creek, Sonoma County","N",-123.0622242,38.350472
"768","17-Nov-2002",2002,"USA","Ka'anapali","N",-156.6831418,20.9331214
"769","11-Nov-2002",2002,"USA","Ponce Inlet, New Smyrna Beach, Volusia County","N",-80.9280234,29.0806338
"770","02-Nov-2002",2002,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"771","30-Oct-2002",2002,"USA","Kama'ole Beach Park I, Kihei, Maui","N",-156.4466804,20.7162466
"772","11-Oct-2002",2002,"USA","Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County","N",-80.5728241,28.4886723
"773","05-Oct-2002",2002,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"774","05-Oct-2002",2002,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"775","03-Oct-2002",2002,"USA","New Smyrna Beach, Volusia County","N",-80.9269984,29.0258191
"776","30-Sep-2002",2002,"USA","Ormond Beach, Volusia County","N",-81.0558894,29.2858129
"777","29-Sep-2002",2002,"USA","Sebastian Inlet, Brevard County","N",-80.4472737,27.860302
"778","27-Sep-2002",2002,"USA","Kahala, O'ahu","N",-157.7864379,21.2697044
"779","27-Sep-2002",2002,"USA","Key Largo, Monroe County","N",-80.4472802,25.0865151
"780","21-Sep-2002",2002,"USA","Cape Kiwanda","N",-123.9753912,45.219065
"781","21-Sep-2002",2002,"USA","Moonstone Beach, Humboldt County","N",-124.11229,41.0301251
"782","16-Sep-2002",2002,"USA","Hideaways Beach, Princeville, Kaua'i","N",-159.4958414,22.22329
"783","09-Sep-2002",2002,"USA","Ponce Inlet, New Smyrna Beach, Volusia County","N",-80.9280234,29.0806338
"784","05-Sep-2002",2002,"USA","Daytona Beach Shores, Volusia County","N",-80.9828323,29.1760933
"785","28-Aug-2002",2002,"USA","Kewalo Basin Channel, O'ahu","N",-157.8602778,21.2961111
"786","17-Aug-2002",2002,"USA","Gulf of Mexico, 65 miles offshore from Mobile","N",NA,NA
